device_time,humidity,temperature,hour,Temp_MA_2,Humidity_MA_2,Temp_rate,Humidity_rate,Temp_phase,Humidity_phase,daytime_labels,Temp_group,Humidity_group
2025-11-13 17:00:00,58.0,23.8,17,23.5,57.69999999999996,0.20000000000000284,-0.20000000000000284,Heating,Drying,evening,289,252
2025-11-13 18:00:00,58.5,24.5,18,24.15,58.249999999999964,0.6499999999999986,0.5500000000000043,Heating,Moistening,evening,289,253
2025-11-13 19:00:00,55.2,24.9,19,24.7,56.849999999999966,0.5500000000000007,-1.3999999999999986,Heating,Drying,evening,289,254
2025-11-13 20:00:00,55.3,24.4,20,24.65,55.249999999999964,-0.05000000000000071,-1.6000000000000014,Cooling,Drying,evening,290,254
2025-11-13 21:00:00,55.2,24.9,21,24.65,55.249999999999964,0.0,0.0,Neutral,Moderate,evening,291,255
2025-11-13 22:00:00,54.2,24.9,22,24.9,54.69999999999997,0.25,-0.5499999999999972,Heating,Drying,night,292,256
2025-11-13 23:00:00,54.5,25.3,23,25.1,54.349999999999966,0.20000000000000284,-0.3500000000000014,Heating,Drying,night,292,256
2025-11-14 00:00:00,50.3,25.5,0,25.4,52.39999999999996,0.29999999999999716,-1.9500000000000028,Heating,Drying,late night,292,256
2025-11-14 01:00:00,52.9,25.7,1,25.6,51.599999999999966,0.20000000000000284,-0.7999999999999972,Heating,Drying,late night,292,256
2025-11-14 02:00:00,54.8,25.8,2,25.75,53.849999999999966,0.14999999999999858,2.25,Heating,Moistening,late night,292,257
2025-11-14 03:00:00,55.8,26.0,3,25.9,55.29999999999996,0.14999999999999858,1.4499999999999957,Heating,Moistening,late night,292,257
2025-11-14 04:00:00,56.2,26.1,4,26.05,55.999999999999964,0.15000000000000213,0.7000000000000028,Heating,Moistening,early morning,292,257
2025-11-14 05:00:00,56.2,26.1,5,26.1,56.2,0.05000000000000071,0.20000000000003837,Heating,Moistening,early morning,292,257
2025-11-14 06:00:00,56.2,26.1,6,26.1,56.2,0.0,0.0,Neutral,Moderate,early morning,293,258
2025-11-14 07:00:00,56.2,26.1,7,26.1,56.2,0.0,0.0,Neutral,Moderate,morning,293,258
2025-11-14 08:00:00,55.2,25.8,8,25.950000000000003,55.69999999999997,-0.14999999999999858,-0.5000000000000355,Cooling,Drying,morning,294,259
2025-11-14 09:00:00,54.6,24.4,9,25.1,54.89999999999996,-0.8500000000000014,-0.8000000000000043,Cooling,Drying,morning,294,259
2025-11-14 10:00:00,55.0,24.6,10,24.5,54.79999999999997,-0.6000000000000014,-0.09999999999999432,Cooling,Drying,morning,294,259
2025-11-14 11:00:00,55.8,24.7,11,24.65,55.39999999999996,0.14999999999999858,0.5999999999999943,Heating,Moistening,morning,295,260
2025-11-14 12:00:00,55.2,24.5,12,24.6,55.499999999999964,-0.04999999999999716,0.10000000000000142,Neutral,Moistening,morning,296,260
2025-11-14 13:00:00,53.8,24.6,13,24.55,54.499999999999964,-0.05000000000000071,-1.0,Cooling,Drying,afternoon,297,261
2025-11-14 14:00:00,54.2,24.3,14,24.450000000000003,53.999999999999964,-0.09999999999999787,-0.5,Cooling,Drying,afternoon,297,261
2025-11-14 15:00:00,55.3,24.0,15,24.15,54.749999999999964,-0.30000000000000426,0.75,Cooling,Moistening,afternoon,297,262
2025-11-14 16:00:00,55.7,23.6,16,23.8,55.499999999999964,-0.34999999999999787,0.75,Cooling,Moistening,evening,297,262
2025-11-14 17:00:00,54.5,24.5,17,24.05,55.099999999999966,0.25,-0.3999999999999986,Heating,Drying,evening,298,263
2025-11-14 18:00:00,50.8,24.5,18,24.5,52.64999999999996,0.4499999999999993,-2.450000000000003,Heating,Drying,evening,298,263
2025-11-14 19:00:00,49.3,24.9,19,24.7,50.04999999999996,0.1999999999999993,-2.6000000000000014,Heating,Drying,evening,298,263
2025-11-14 20:00:00,53.8,25.5,20,25.2,51.54999999999996,0.5,1.5,Heating,Moistening,evening,298,264
2025-11-14 21:00:00,54.6,25.3,21,25.4,54.19999999999996,0.1999999999999993,2.6499999999999986,Heating,Moistening,evening,298,264
2025-11-14 22:00:00,61.9,23.1,22,24.200000000000003,58.249999999999964,-1.1999999999999957,4.050000000000004,Cooling,Moistening,night,299,264
2025-11-14 23:00:00,58.9,24.9,23,24.0,60.39999999999996,-0.20000000000000284,2.1499999999999986,Cooling,Moistening,night,299,264
2025-11-15 00:00:00,55.6,23.8,0,24.35,57.249999999999964,0.3500000000000014,-3.1499999999999986,Heating,Drying,late night,300,265
2025-11-15 01:00:00,57.2,25.1,1,24.450000000000003,56.39999999999996,0.10000000000000142,-0.8500000000000014,Heating,Drying,late night,300,265
2025-11-15 02:00:00,58.1,25.4,2,25.25,57.64999999999996,0.7999999999999972,1.25,Heating,Moistening,late night,300,266
2025-11-15 03:00:00,58.8,25.6,3,25.5,58.44999999999996,0.25,0.7999999999999972,Heating,Moistening,late night,300,266
2025-11-15 04:00:00,58.9,25.7,4,25.65,58.849999999999966,0.14999999999999858,0.4000000000000057,Heating,Moistening,early morning,300,266
2025-11-15 05:00:00,58.6,25.8,5,25.75,58.749999999999964,0.10000000000000142,-0.10000000000000142,Heating,Drying,early morning,300,267
2025-11-15 06:00:00,58.1,25.9,6,25.85,58.349999999999966,0.10000000000000142,-0.3999999999999986,Heating,Drying,early morning,300,267
2025-11-15 07:00:00,57.8,25.9,7,25.9,57.94999999999996,0.04999999999999716,-0.4000000000000057,Neutral,Drying,morning,301,267
2025-11-15 08:00:00,57.0,26.1,8,26.0,57.39999999999996,0.10000000000000142,-0.5499999999999972,Heating,Drying,morning,302,267
2025-11-15 09:00:00,51.4,26.9,9,26.5,54.19999999999996,0.5,-3.200000000000003,Heating,Drying,morning,302,267
2025-11-15 10:00:00,49.7,27.1,10,27.0,50.54999999999997,0.5,-3.6499999999999915,Heating,Drying,morning,302,267
2025-11-15 11:00:00,49.9,25.8,11,26.450000000000003,49.79999999999997,-0.5499999999999972,-0.75,Cooling,Drying,morning,303,267
2025-11-15 12:00:00,47.6,25.6,12,25.700000000000003,48.749999999999964,-0.75,-1.0500000000000043,Cooling,Drying,morning,303,267
2025-11-15 13:00:00,45.5,24.0,13,24.8,46.54999999999997,-0.9000000000000021,-2.1999999999999957,Cooling,Drying,afternoon,303,267
2025-11-15 14:00:00,40.3,26.1,14,25.05,42.89999999999996,0.25,-3.6500000000000057,Heating,Drying,afternoon,304,267
2025-11-15 15:00:00,33.4,29.0,15,27.55,36.849999999999966,2.5,-6.049999999999997,Heating,Drying,afternoon,304,267
2025-11-15 16:00:00,33.1,28.8,16,28.9,33.249999999999964,1.3499999999999979,-3.6000000000000014,Heating,Drying,evening,304,267
2025-11-15 17:00:00,38.9,28.3,17,28.55,35.999999999999964,-0.34999999999999787,2.75,Cooling,Moistening,evening,305,268
2025-11-15 18:00:00,43.0,27.5,18,27.9,40.94999999999996,-0.6500000000000021,4.949999999999996,Cooling,Moistening,evening,305,268
2025-11-15 19:00:00,45.9,27.2,19,27.35,44.44999999999996,-0.5499999999999972,3.5,Cooling,Moistening,evening,305,268
2025-11-15 20:00:00,47.8,27.1,20,27.15,46.849999999999966,-0.20000000000000284,2.4000000000000057,Cooling,Moistening,evening,305,268
2025-11-15 21:00:00,49.2,27.0,21,27.05,48.499999999999964,-0.09999999999999787,1.6499999999999986,Cooling,Moistening,evening,305,268
2025-11-15 22:00:00,50.2,26.9,22,26.95,49.69999999999997,-0.10000000000000142,1.2000000000000028,Cooling,Moistening,night,305,268
2025-11-15 23:00:00,50.9,26.9,23,26.9,50.54999999999997,-0.05000000000000071,0.8500000000000014,Cooling,Moistening,night,305,268
2025-11-16 00:00:00,51.9,26.9,0,26.9,51.39999999999996,0.0,0.8499999999999943,Neutral,Moistening,late night,306,268
2025-11-16 01:00:00,52.8,26.9,1,26.9,52.349999999999966,0.0,0.9500000000000028,Neutral,Moistening,late night,306,268
2025-11-16 02:00:00,53.6,26.9,2,26.9,53.19999999999996,0.0,0.8499999999999943,Neutral,Moistening,late night,306,268
2025-11-16 03:00:00,54.0,26.9,3,26.9,53.79999999999997,0.0,0.6000000000000085,Neutral,Moistening,late night,306,268
2025-11-16 04:00:00,54.1,26.9,4,26.9,54.04999999999997,0.0,0.25,Neutral,Moistening,early morning,306,268
2025-11-16 05:00:00,54.0,26.9,5,26.9,54.04999999999997,0.0,0.0,Neutral,Moderate,early morning,306,269
2025-11-16 06:00:00,53.9,26.9,6,26.9,53.94999999999996,0.0,-0.10000000000000853,Neutral,Drying,early morning,306,270
2025-11-16 07:00:00,53.9,26.9,7,26.9,53.9,0.0,-0.04999999999996163,Neutral,Moderate,morning,306,271
2025-11-16 08:00:00,53.9,27.0,8,26.95,53.9,0.05000000000000071,0.0,Heating,Moderate,morning,307,271
2025-11-16 09:00:00,51.8,27.9,9,27.45,52.849999999999966,0.5,-1.0500000000000327,Heating,Drying,morning,307,272
2025-11-16 10:00:00,50.6,28.5,10,28.2,51.19999999999996,0.75,-1.6500000000000057,Heating,Drying,morning,307,272
2025-11-16 11:00:00,50.0,28.9,11,28.7,50.29999999999997,0.5,-0.8999999999999915,Heating,Drying,morning,307,272
2025-11-16 12:00:00,49.7,29.2,12,29.049999999999997,49.849999999999966,0.34999999999999787,-0.45000000000000284,Heating,Drying,morning,307,272
2025-11-16 13:00:00,49.7,29.3,13,29.25,49.7,0.20000000000000284,-0.14999999999996305,Heating,Drying,afternoon,307,272
2025-11-16 14:00:00,50.0,29.1,14,29.200000000000003,49.849999999999966,-0.04999999999999716,0.14999999999996305,Neutral,Moistening,afternoon,308,273
2025-11-16 15:00:00,50.9,28.8,15,28.950000000000003,50.44999999999996,-0.25,0.5999999999999943,Cooling,Moistening,afternoon,309,273
2025-11-16 16:00:00,51.6,28.5,16,28.65,51.249999999999964,-0.30000000000000426,0.8000000000000043,Cooling,Moistening,evening,309,273
2025-11-16 17:00:00,52.7,28.1,17,28.3,52.14999999999996,-0.34999999999999787,0.8999999999999986,Cooling,Moistening,evening,309,273
2025-11-16 18:00:00,53.5,27.9,18,28.0,53.099999999999966,-0.3000000000000007,0.9500000000000028,Cooling,Moistening,evening,309,273
2025-11-16 19:00:00,54.2,27.7,19,27.799999999999997,53.849999999999966,-0.20000000000000284,0.75,Cooling,Moistening,evening,309,273
2025-11-16 20:00:00,55.0,27.7,20,27.7,54.599999999999966,-0.09999999999999787,0.75,Cooling,Moistening,evening,309,273
2025-11-16 21:00:00,55.4,27.6,21,27.65,55.19999999999996,-0.05000000000000071,0.5999999999999943,Cooling,Moistening,evening,309,273
2025-11-16 22:00:00,54.9,27.6,22,27.6,55.14999999999996,-0.04999999999999716,-0.04999999999999716,Neutral,Moderate,night,310,274
2025-11-16 23:00:00,54.6,27.6,23,27.6,54.749999999999964,0.0,-0.3999999999999986,Neutral,Drying,night,310,275
2025-11-17 00:00:00,55.1,27.5,0,27.55,54.849999999999966,-0.05000000000000071,0.10000000000000142,Cooling,Moistening,late night,311,276
2025-11-17 01:00:00,55.0,27.5,1,27.5,55.04999999999997,-0.05000000000000071,0.20000000000000284,Cooling,Moistening,late night,311,276
2025-11-17 02:00:00,54.1,27.5,2,27.5,54.54999999999997,0.0,-0.5,Neutral,Drying,late night,312,277
2025-11-17 03:00:00,52.6,27.4,3,27.45,53.349999999999966,-0.05000000000000071,-1.2000000000000028,Cooling,Drying,late night,313,277
2025-11-17 04:00:00,51.8,27.4,4,27.4,52.19999999999996,-0.05000000000000071,-1.1500000000000057,Cooling,Drying,early morning,313,277
2025-11-17 05:00:00,50.4,27.3,5,27.35,51.099999999999966,-0.04999999999999716,-1.0999999999999943,Neutral,Drying,early morning,314,277
2025-11-17 06:00:00,49.2,27.3,6,27.3,49.79999999999997,-0.05000000000000071,-1.2999999999999972,Cooling,Drying,early morning,315,277
2025-11-17 07:00:00,49.8,27.3,7,27.3,49.499999999999964,0.0,-0.30000000000000426,Neutral,Drying,morning,316,277
2025-11-17 08:00:00,48.4,26.6,8,26.950000000000003,49.099999999999966,-0.34999999999999787,-0.3999999999999986,Cooling,Drying,morning,317,277
2025-11-17 09:00:00,51.7,25.3,9,25.950000000000003,50.04999999999997,-1.0,0.9500000000000028,Cooling,Moistening,morning,317,278
2025-11-17 10:00:00,50.5,25.2,10,25.25,51.099999999999966,-0.7000000000000028,1.0499999999999972,Cooling,Moistening,morning,317,278
2025-11-17 11:00:00,50.4,24.6,11,24.9,50.44999999999996,-0.3500000000000014,-0.6500000000000057,Cooling,Drying,morning,317,279
2025-11-17 12:00:00,45.8,24.1,12,24.35,48.099999999999966,-0.5499999999999972,-2.3499999999999943,Cooling,Drying,morning,317,279
2025-11-17 13:00:00,43.7,23.7,13,23.9,44.749999999999964,-0.45000000000000284,-3.3500000000000014,Cooling,Drying,afternoon,317,279
2025-11-17 14:00:00,45.1,24.2,14,23.95,44.39999999999996,0.05000000000000071,-0.3500000000000014,Heating,Drying,afternoon,318,279
2025-11-17 15:00:00,47.6,23.5,15,23.85,46.349999999999966,-0.09999999999999787,1.9500000000000028,Cooling,Moistening,afternoon,319,280
2025-11-17 16:00:00,47.6,24.3,16,23.9,47.6,0.04999999999999716,1.2500000000000355,Neutral,Moistening,evening,320,280
2025-11-17 17:00:00,48.8,24.6,17,24.450000000000003,48.19999999999996,0.5500000000000043,0.5999999999999588,Heating,Moistening,evening,321,280
2025-11-17 18:00:00,48.9,24.6,18,24.6,48.849999999999966,0.14999999999999858,0.6500000000000057,Heating,Moistening,evening,321,280
2025-11-17 19:00:00,49.6,25.0,19,24.8,49.249999999999964,0.1999999999999993,0.3999999999999986,Heating,Moistening,evening,321,280
2025-11-17 20:00:00,50.2,25.3,20,25.15,49.89999999999996,0.34999999999999787,0.6499999999999986,Heating,Moistening,evening,321,280
2025-11-17 21:00:00,52.1,25.8,21,25.55,51.14999999999996,0.40000000000000213,1.25,Heating,Moistening,evening,321,280
2025-11-17 22:00:00,52.5,26.1,22,25.950000000000003,52.29999999999997,0.40000000000000213,1.1500000000000057,Heating,Moistening,night,321,280
2025-11-17 23:00:00,52.3,26.2,23,26.15,52.39999999999996,0.19999999999999574,0.09999999999999432,Heating,Moistening,night,321,280
2025-11-18 00:00:00,53.0,26.4,0,26.299999999999997,52.64999999999996,0.14999999999999858,0.25,Heating,Moistening,late night,321,280
2025-11-18 01:00:00,53.3,26.4,1,26.4,53.14999999999996,0.10000000000000142,0.5,Heating,Moistening,late night,321,280
2025-11-18 02:00:00,53.6,26.5,2,26.45,53.44999999999996,0.05000000000000071,0.29999999999999716,Heating,Moistening,late night,321,280
2025-11-18 03:00:00,53.7,26.5,3,26.5,53.64999999999996,0.05000000000000071,0.20000000000000284,Heating,Moistening,late night,321,280
2025-11-18 04:00:00,53.2,26.6,4,26.55,53.44999999999997,0.05000000000000071,-0.19999999999999574,Heating,Drying,early morning,321,281
2025-11-18 05:00:00,53.2,26.6,5,26.6,53.2,0.05000000000000071,-0.24999999999996447,Heating,Drying,early morning,321,281
2025-11-18 06:00:00,52.4,26.6,6,26.6,52.79999999999997,0.0,-0.4000000000000341,Neutral,Drying,early morning,322,281
2025-11-18 07:00:00,51.3,26.6,7,26.6,51.849999999999966,0.0,-0.9500000000000028,Neutral,Drying,morning,322,281
2025-11-18 08:00:00,47.2,26.3,8,26.450000000000003,49.249999999999964,-0.14999999999999858,-2.6000000000000014,Cooling,Drying,morning,323,281
2025-11-18 09:00:00,43.5,26.1,9,26.200000000000003,45.349999999999966,-0.25,-3.8999999999999986,Cooling,Drying,morning,323,281
2025-11-18 10:00:00,44.6,25.7,10,25.9,44.04999999999997,-0.30000000000000426,-1.2999999999999972,Cooling,Drying,morning,323,281
2025-11-18 11:00:00,43.8,25.5,11,25.6,44.19999999999996,-0.29999999999999716,0.14999999999999147,Cooling,Moistening,morning,323,282
2025-11-18 12:00:00,41.9,24.9,12,25.2,42.849999999999966,-0.40000000000000213,-1.3499999999999943,Cooling,Drying,morning,323,283
2025-11-18 13:00:00,39.6,25.3,13,25.1,40.749999999999964,-0.09999999999999787,-2.1000000000000014,Cooling,Drying,afternoon,323,283
